mid,ld,vrn,y,m,mo,ec,col,dd,tld,pav,rc,amfv,pn,ddob,ft,d,s,id
"7185032057361","29.08.2019 06:20:52","CE91 GYL","06.01.2021 00:39:01","Rolls Royce","CX-9","6343","Olive","The exhaust pipe, feeling rebellious, tried to break free and become a trumpet player in a jazz band but blew its own gasket instead.","Repair","23960,81","33356,06","54777","$@CLY 36!09$ 07#@J T","","DIESEL/MHEV","0","8","27.07.2023 21:45:43"
"3844482287483","28.01.2022 14:03:10","DZ31 DPQ","19.02.2006 01:44:30","Tesla","Cruze","2368","White","The glove compartment, feeling like a personal assistant, offered witty comebacks and sarcastic remarks to the car's occupants' requests and inquiries.","TotalLoss","24304,88","19455,81","191063","#!C#$LY$ 73199@9!@E#@B","02.04.1980","PETROL","2","2","27.07.2023 21:45:43"
"619057007878","11.01.2019 19:29:15","IM58 UPA","09.11.2016 10:44:54","Porsche","Model 3","5166","White","In an attempt to prove it could fly, the spare tire soared through the air but crash-landed in a parallel parking disaster.","TotalLoss","23376,70","4766,59","113086","!$C !L$Y$ 5$@9$ 8! 0$!94$#P$#Y","","PETROL","5","2","27.07.2023 21:45:43"
"6412586163571","02.09.2021 19:47:16","JN30 CJP","08.11.2014 05:08:38","Ferrari","XC90","1547","Teal","The windshield wipers, in a moment of rebellion, developed a synchronized singing act and serenaded the car's occupants with catchy tunes during rainy drives.","Repair","26772,43","19336,25","","$@C#@LY#$7#4@$8!90!$1M @Z","11.02.1978","ELECTRIC","4","4","27.07.2023 21:45:43"
"5110552663049","09.03.2023 01:17:55","CR75 SXI","20.05.2021 17:25:06","Maserati","Prius","4229","Navy","The windshield, feeling rebellious, developed a case of vertigo and began displaying an upside-down view of the world.","TotalLoss","46024,05","12755,80","112032","@#C!L!Y#@60$#2#$4!3#@4B@!O","17.03.1994","PETROL/LPG","5","5","27.07.2023 21:45:43"
"4921884732797","05.12.2020 20:59:56","LP64 MPF","30.11.2005 17:45:46","Ford","Element","5664","Navy","The hood, in a bid for freedom, staged a coup and attempted to secede from the rest of the car's body, resulting in a rebellious display of popping open at random.","Repair","41012,64","12911,23","66052","C@L!#Y!2 3$@2!5 #98$@IK","17.08.1971","PETROL/ALCOHOL","4","6","27.07.2023 21:45:43"
"4830534476244","31.12.2018 01:34:15","XH94 DAR","20.06.2011 13:45:22","Jaguar","Roadster","5436","Brown","The hood ornament, in a moment of mischief, developed the ability to change its shape and transformed into a comical caricature of the car's owner.","Repair","23240,47","6984,87","23686","!@C$ L!Y6 $2@ 4@#7@13YS","14.08.1996","DIESEL/ELECTRIC","3","0","27.07.2023 21:45:43"
"1273241358940","07.11.2018 11:51:19","ND37 VMX","31.01.2006 00:21:26","Jeep","Ranchero","1921","Olive","The glove compartment, feeling like a magician's treasure chest, produced a never-ending supply of random objects, from rubber ducks to party hats, surprising the car's occupants with each opening.","TotalLoss","44978,56","37652,87","83489","#CL!$Y$ 0 @2!$2 $9@#6! 7#$LR","29.07.1992","PETROL/ELECTRIC","2","0","27.07.2023 21:45:43"
"7886524879940","11.11.2021 23:42:52","BF91 MXU","15.06.2020 13:05:28","Dodge","Element","956","Cyan","The hood, in a moment of artistic expression, painted itself with vibrant colors and transformed into a mobile art installation.","TotalLoss","45680,09","27740,86","197151","C@!L@!Y@#3# 7#$3@!4@ 3!#4 Q @D","24.01.2005","PETROL/LPG","6","0","27.07.2023 21:45:43"
"584889398502","02.04.2019 02:00:56","IQ00 KJY","11.11.2011 03:34:06","Maserati","Fiesta","2671","Maroon","The rearview mirror, in a moment of reflection, transformed into a magic mirror that provided witty comebacks and humorous responses to the car's occupants' comments.","TotalLoss","35896,12","","84467","!@C! L!$Y$@7 2! 03@!5$@2$O !A","","DIESEL/MHEV","6","8","27.07.2023 21:45:43"
"3052055952898","11.04.2021 11:34:51","AK12 YAE","01.10.2016 15:39:37","Hyundai","Durango","2259","Silver","The cup holder, overwhelmed by its responsibilities, embarked on a soul-searching journey to find the true meaning of 'holding cups' and left the car without a safe spot for beverages.","TotalLoss/Repair","5504,08","25951,62","161334","#$C L! Y# 6$6@#9@!0$0 @1#Y $U","18.12.1988","PETROL/ELECTRIC","5","5","27.07.2023 21:45:43"
"426394906393","11.02.2020 15:39:56","IE94 LOR","16.06.2012 07:47:13","Chevrolet","Corvette","4567","Indigo","The seatbelt, attempting to break free from its restraints, staged an audacious escape and embarked on a road trip across the country.","TotalLoss/Repair","6498,01","13509,82","43207","#$C LY!07$!86$@9$2D!F","14.01.1998","DIESEL","5","3","27.07.2023 21:45:43"
"931084717100","20.10.2021 21:32:28","MM00 OLZ","17.08.2015 19:52:46","Cadillac","Countach","3859","Orange","The glove compartment, in a moment of whimsy, transformed into a miniature theater and played reruns of classic sitcoms to entertain the car's occupants.","TotalLoss","45754,05","19513,06","116328","!CL$ Y #15#7#$1!$83@T #Q","04.08.1958","PETROL","0","7","27.07.2023 21:45:43"
"8980136150108","10.07.2020 09:53:13","UI38 UQJ","31.10.2011 16:26:47","Ford","Malibu","1120","Pink","The side mirror, in a moment of creativity, developed a built-in art canvas and turned the car into a moving art studio, capturing the passing scenery in vibrant paintings.","TotalLoss","47443,48","30047,39","27208","C@L Y!@5$!8 !7! 97$#8K!@R","26.04.1964","DIESEL/ELECTRIC","2","6","27.07.2023 21:45:43"
"1936413555431","23.11.2021 19:49:05","AE67 GKG","29.07.2014 15:37:02","Mini","XC90","6356","Blue","The doors, after a brief rebellion, have taken up acting and are now auditioning for 'Escape from the Garage: The Sequel.'","TotalLoss/Repair","8315,06","11682,92","154710","C LY@#4#2# 3#0@$3$#1Q#!N","18.06.1985","PETROL/LPG","3","0","27.07.2023 21:45:43"
"4233513470489","","HX20 KTF","06.12.2014 12:06:24","Bugatti","Prius","2582","Silver","The sunroof, feeling like a cinematic experience, transformed into a portable movie screen and played the car's occupants' favorite films during long drives.","TotalLoss/Repair","19028,84","35818,68","92081","$#CL#$Y@#5@!59!#2!@1@$0FD","29.11.1984","PETROL/LPG","2","2","27.07.2023 21:45:43"
"9502426371376","19.02.2022 18:28:00","ZB74 DVA","18.03.2005 14:32:07","Volvo","Golf","5902","Lime","The sunroof, feeling like a movie director, transformed into a portable projector and played the car's occupants' favorite films on the car's interior ceiling.","Repair","37448,26","49021,37","24848","C#L !Y$9@ 4 1!$4$#4#@9@$A#@Y","08.07.1963","DIESEL/ELECTRIC","0","0","27.07.2023 21:45:43"
"6329207500109","08.06.2020 01:02:00","OB33 SGX","01.06.2013 22:57:25","Ford","Beetle","4694","Navy","The glove compartment, feeling like a treasure trove, produced an endless supply of amusing trinkets and novelty items, bringing endless entertainment to the car's occupants.","Repair","40419,61","42455,16","11084"," #C$ L#!Y!82#$2 $33!#5 !S!#A","03.06.2001","PETROL/ALCOHOL","6","7","27.07.2023 21:45:43"
"9931587165300","09.03.2023 00:16:55","UG64 OQF","10.01.2008 07:31:57","Smart","A8","5694","Green","The exhaust pipe, in a moment of environmental consciousness, emitted bursts of fresh air, turning the car into a mobile oxygen bar.","TotalLoss/Repair","48787,23","32120,09","15563","$!C $L$@Y5$#5$#9$0$#77!@I A","04.02.1967","DIESEL/MHEV","0","3","27.07.2023 21:45:43"
"5012562704429","10.01.2020 13:24:28","","04.10.2014 17:08:38","Bugatti","Focus","4508","Orange","The hood ornament, feeling underappreciated, packed its bags and set off on a journey to find a more glamorous vehicle to adorn.","TotalLoss","23936,20","48579,31","140833"," !C@L@#Y$ 3! 9@1 $3@ 5!5# A@#T","13.11.1973","PETROL/ELECTRIC","5","0","27.07.2023 21:45:43"
"793965606490","19.02.2019 09:59:00","HZ64 JSY","11.04.2019 14:40:30","Jaguar","Mustang","3636","Teal","The side mirror, in a quest for adventure, enrolled in a skydiving course and attempted to parachute down from the car but got tangled in the wind.","TotalLoss","26790,37","","50724","$CL@!Y! 8@1#$05 !1#@6! X@$S","13.03.1971","PETROL/LPG","4","0","27.07.2023 21:45:43"
"7312491635557","14.02.2022 21:38:18","CD49 WOY","05.02.2015 02:25:28","Cadillac","911","1781","Brown","The air conditioning, tired of predictable temperatures, decided to adopt a random heatwave mode and turned the car into a portable sauna.","TotalLoss/Repair","15262,06","45763,46","139245","C$@LY$@4 #5!@3!4#@1#3!#C#!R","23.03.1976","DIESEL/MHEV","0","3","27.07.2023 21:45:43"
"1195336835218","27.01.2019 02:25:03","OS45 QLG","21.06.2018 13:48:37","Smart","Civic","1233","White","The rear seat, aspiring to be a lounge chair, reclined to the max and demanded a drink service for maximum relaxation.","TotalLoss","44931,63","12533,44","30335","C $L@ Y@ 6! 4 #9!#8!9 6!#F#@R","22.10.1979","PETROL/ALCOHOL","5","0","27.07.2023 21:45:43"
"6323074547192","","NU63 BAJ","21.02.2004 04:30:29","Hyundai","Focus","5825","Brown","The cup holder, fed up with mediocre beverages, joined a biker gang in search of the ultimate caffeine thrill.","Repair","15776,58","15122,80","162642"," #C#@LY @5 !2!3$ 7@!2 $2G#$G","09.07.2000","PETROL/ALCOHOL","3","5","27.07.2023 21:45:43"
"1867872051513","06.02.2019 08:01:58","TQ43 HWZ","10.02.2013 23:49:08","Smart","Land Cruiser","4345","Magenta","The rear seat, craving a more comfortable life, decided to take a vacation in the world of recliners and refused to return to an upright position.","Repair","45947,08","35436,12","42067","C!#L!$Y #2!#2#!0$ 4!@7!$9#@B@#R","30.08.1993","DIESEL/MHEV","0","3","27.07.2023 21:45:43"
"4587710494208","10.03.2023 02:24:31","DG19 BVK","22.03.2008 07:24:53","Cadillac","XC90","3435","Gray","The rearview mirror, in a moment of introspection, embarked on a journey of self-discovery and underwent a mindfulness retreat to reflect on its reflections.","TotalLoss","13357,00","20531,51","113254","@C $L@$Y$!3@ 5$#0@!5!8@#9@!Z@$L","04.02.1973","DIESEL","5","7","27.07.2023 21:45:43"
"2300553595917","07.12.2022 03:28:09","KY92 ELU","15.10.2005 23:37:32","Fiat","Explorer","1563","Teal","The steering wheel, feeling like a stand-up comedian, told witty jokes and puns to keep the car's occupants entertained during long drives.","Repair","47928,53","4740,61","160959"," $C!#L! Y34$@8#!1#$31#$H! S","15.08.1967","DIESEL/ELECTRIC","6","6","27.07.2023 21:45:43"
"8699436750192","01.09.2022 17:29:53","PR22 XTI","12.09.2003 08:23:36","Ford","Aventador","5181","White","The sunroof, feeling like a cinematic experience, transformed into a portable movie screen and played the car's occupants' favorite films during long drives.","TotalLoss","42006,34","45011,76","167244"," C$@L# Y@$6$!4@#9# 79 0#$T !W","13.03.2004","PETROL/ELECTRIC","","4","27.07.2023 21:45:43"
"4119023673208","08.12.2018 15:48:46","TG32 VGW","03.09.2006 20:07:46","Smart","V90","2013","Blue","The glove compartment, in a moment of quirkiness, developed a sentient hand that offered a high-five to the car's occupants every time it was opened.","TotalLoss/Repair","28324,13","19485,13","","$@C$@L$Y #68! 04!@31YW","08.11.1955","PETROL/LPG","6","5","27.07.2023 21:45:43"
"8249074718833","30.05.2019 08:04:54","AL34 OKK","21.03.2014 20:22:00","Fiat","El Camino","2560","Maroon","The windshield wipers, in a bid for fame, formed a synchronized dance group and auditioned for a reality show, leaving the car's occupants both entertained and perplexed.","TotalLoss/Repair","15261,41","26996,32","160820","@#C #L$ Y$@0 $53$!08@ 2Q# R","27.12.2004","PETROL/LPG","5","8","27.07.2023 21:45:43"
"2868208924491","17.08.2020 16:10:14","TW83 EJZ","01.10.2006 06:29:29","BMW","CTS","2011","Maroon","Due to an unexpected encounter with a low-flying UFO, the roof now doubles as a landing pad for extraterrestrials.","TotalLoss","15299,82","30667,01","84660","! C $L#!Y6@!9! 60@#5$3 !A# H","27.08.1995","DIESEL","2","4","27.07.2023 21:45:43"
"5877163494607","13.04.2020 10:38:00","","28.12.2016 13:56:22","Hyundai","Challenger","6687","Purple","The steering wheel, in a moment of rebellion, turned itself into a giant joystick and challenged the car's occupants to a game of virtual racing, providing a unique gaming experience on the road.","TotalLoss","39741,80","25320,46","","#$CL!#Y01 $5#$3#$3 #1@#I !V","11.04.1962","DIESEL/MHEV","0","7","27.07.2023 21:45:43"
"7334823228591","24.09.2018 22:29:32","YC67 LTO","18.11.2019 12:10:58","Maserati","Cruze","3671","Red","The windshield wipers, feeling like a rebellious dance crew, broke into a spontaneous breakdance routine on the car's windshield, impressing bystanders and surprising the car's occupants.","TotalLoss/Repair","35153,94","19745,56","144003","C #L#@Y@6$!8#50$7!#7@ PO","02.04.1989","PETROL/ALCOHOL","3","6","27.07.2023 21:45:43"
"9002197929208","05.07.2020 07:17:06","UY18 ZQW","01.10.2005 00:01:55","Maserati","Silverado","6765","White","The rear seat belts, tired of playing second fiddle, formed a rebellion and demanded a front-row seat in the car's safety hierarchy.","TotalLoss/Repair","19426,64","37287,80","50779","!#C!@L!Y$27! 0#93$#2HQ","","PETROL","6","5","27.07.2023 21:45:43"
"7782463716937","18.11.2022 10:39:50","RZ14 ZLQ","23.05.2019 07:12:35","Polestar","ATS","4733","Green","The exhaust pipe, embracing its inner artist, emitted colorful smoke rings and turned the car into a moving circus of vaporized art.","Repair","35815,99","6978,39","36410","!C L#Y 5 3#!9 7# 70P$#M","18.02.1964","PETROL","2","9","27.07.2023 21:45:43"
"3559180820426","04.06.2020 05:32:49","NU80 DAL","04.10.2017 04:09:02","Rolls Royce","Alpine","3951","Red","The cup holder, in a moment of rebellion, refused to hold any more cups and declared itself a designated snack holder instead.","TotalLoss","30106,17","10799,48","68780","#$CL$Y$!08 $6$!72$ 9H @S","04.10.1954","PETROL/ALCOHOL","3","5","27.07.2023 21:45:43"
"5706715423740","29.10.2018 21:26:46","AH47 OZK","12.05.2010 22:52:57","Bentley","Taurus","4966","White","The steering wheel, in a rebellious mood, attempted to take control of the car's navigation and led the driver on a wild goose chase through the city streets.","Repair","27194,57","41314,83","77741","C!#L! Y#@8#1@#6@$3 #7 !7!#D@ Q","09.11.1964","DIESEL","6","0","27.07.2023 21:45:43"
"606670440959","08.02.2022 14:08:04","SJ01 SZP","25.02.2009 18:09:17","Chrysler","CTS","2216","Lime","The exhaust pipe, in a moment of rebellion, emitted bursts of confetti and party streamers, turning the car into a mobile celebration on wheels.","TotalLoss","42178,82","42176,49","106621"," C$@L@Y@!08@#0#5#7$!3! T$!Y","19.05.1959","PETROL/ALCOHOL","4","0","27.07.2023 21:45:43"
"9199396415293","","VS52 ETN","02.09.2007 09:23:50","Nissan","1","6661","Green","The sunroof, feeling like a magician's top hat, produced small animals and objects upon opening, surprising and entertaining the car's occupants with every reveal.","TotalLoss/Repair","8150,57","37764,64","140789","@#C#!L!@Y$ 5 @4$#489#$3! I #P","02.11.2000","PETROL/LPG","6","4","27.07.2023 21:45:43"
"5339816630426","23.09.2018 03:48:06","SW41 JWO","14.08.2004 18:25:06","Lamborghini","Cruze","4870","Silver","The air conditioning, in a bid for culinary innovation, emitted scents of freshly baked cookies, transforming the car into a mobile bakery on wheels.","TotalLoss/Repair","34957,37","13027,91","143977","C!#LY$0!@3! 4 #5@#9@ 1#@C$@C","19.01.2005","PETROL/ELECTRIC","6","","27.07.2023 21:45:43"
"5127319696724","05.07.2021 21:19:32","GN81 RKY","10.03.2020 06:54:45","Ford","Fortwo","4428","Cyan","The windshield wipers, determined to participate in the car's daily activities, developed a case of FOMO (Fear of Missing Out) and insisted on attending movies, concerts, and even first dates.","Repair","11172,94","23947,54","44603","@#C!@L#@Y! 1!4!#4$@4! 6!3# R!J","05.02.1960","DIESEL","4","8","27.07.2023 21:45:43"
"1816537769181","13.12.2018 13:52:50","PU17 UZF","04.04.2011 17:45:51","Cadillac","XC90","6313","Purple","The glove compartment, feeling like a magician's hat, transformed into a portal to another dimension and temporarily stored all the car's belongings in an alternate realm.","TotalLoss/Repair","11253,92","45879,66","118240","@C @L #Y@9$7# 64$#9 @2$IJ","17.08.1979","DIESEL/ELECTRIC","4","0","27.07.2023 21:45:43"
"4625388272379","10.09.2018 19:26:57","XO25 WDD","19.03.2020 06:30:21","Toyota","Escalade","4115","White","The side mirror, feeling mischievous, developed a sense of humor and reflected funny memes and jokes instead of the car's surroundings, providing endless entertainment for the car's occupants.","TotalLoss/Repair","19062,66","33689,19","33890","@ C#L!$Y#$1 @42!$58! 7!B#V","26.11.1956","PETROL/ALCOHOL","5","9","27.07.2023 21:45:43"
"6815975826029","18.07.2019 02:27:16","KF18 ONC","19.05.2010 11:41:49","Ford","Prius","6513","Maroon","The rear seat, aspiring to be a lounge chair, reclined to the max and demanded a drink service for maximum relaxation.","Repair","22509,99","41668,67","85399","@ C!L$#Y#@5!4!$4!@9@!47@LF","30.05.1985","PETROL","5","0","27.07.2023 21:45:43"
"7422080735458","06.03.2023 23:39:29","KO54 OBG","29.01.2014 03:07:47","Bugatti","Spyder","1419","Maroon","The windshield wipers, in a moment of rebellion, formed a synchronized tap-dancing troupe and showcased their moves on the car's windshield, providing entertainment for the car's occupants.","TotalLoss/Repair","49506,53","4841,46","113061","!$C@#LY#$7$#4#@1$!5 @3#3@PO","11.08.1983","DIESEL/MHEV","2","4","27.07.2023 21:45:43"
"8772298989499","06.02.2019 16:34:39","RS97 HEI","28.04.2007 15:19:53","Mini","Taurus","4968","Green","The sunroof, feeling like a movie director, transformed into a portable projector and played the car's occupants' favorite films on the car's interior ceiling.","TotalLoss","46608,97","","45526","#$C#$L#$Y7$#1785 5 @D @S","23.04.1971","PETROL","5","5","27.07.2023 21:45:43"
"3297174911620","08.12.2022 09:34:08","NW53 QNC","25.05.2017 22:26:15","Tesla","Jetta","2721","Olive","During a high-speed race with a squirrel, the windshield lost by a nut's length.","Repair","41255,41","20530,26","175853","$C! L@ Y#4#$8 49 @7!$7 I@ V","31.01.2004","DIESEL/MHEV","3","6","27.07.2023 21:45:43"
"9581714464741","19.04.2023 05:38:52","PQ87 GIM","11.08.2021 20:57:42","Fiat","Charger","1209","Olive","The rear seat, longing for a life of luxury, transformed into a massage chair and offered soothing back massages to the car's occupants.","TotalLoss/Repair","49259,80","49769,19","18102","$!CL@Y #5@ 84 @2!1!@0#@M!#Z","09.01.1999","PETROL/ELECTRIC","3","3","27.07.2023 21:45:43"
"848145073727","18.09.2019 06:19:53","JC00 TAX","01.11.2011 11:49:22","Mini","Durango","2458","Silver","The windshield wipers, feeling like a marching band, developed a synchronized drumming routine and accompanied the car's favorite songs with rhythmic beats on the car's windshield.","TotalLoss","28344,27","21056,29","105638"," !C$@LY$!2$ 0415 #1$#I@$F","10.12.1973","PETROL/ELECTRIC","3","4","27.07.2023 21:45:43"
"2986949196965","","AY88 NNS","29.07.2022 11:56:45","Audi","Accord","3920","Blue","The CD player, in a moment of rebellion, played only catchy commercial jingles, turning the car into a rolling advertisement medley.","TotalLoss","19600,59","4506,70","","!@C@!L@ Y9@$9@!4$ 32#@9! W# E","11.04.1980","PETROL/ELECTRIC","3","4","27.07.2023 21:45:43"
"8125983681247","21.02.2020 05:49:48","XZ32 YVD","23.06.2017 22:46:13","Fiat","Jetta","3419","Indigo","The windshield wipers, in a bid for fame, formed a synchronized dance group and auditioned for a reality show, leaving the car's occupants both entertained and perplexed.","Repair","32673,52","49862,59","49518","@!C#@L! Y@!7@ 0$2 #5! 0$4Q#B","24.08.1997","PETROL/ALCOHOL","0","7","27.07.2023 21:45:43"
"514440881910","30.09.2018 15:25:54","UY65 TWK","09.07.2009 03:26:15","Kia","Jetta","6210","Indigo","The steering wheel, in a rebellious mood, attempted to take control of the car's navigation and led the driver on a wild goose chase through the city streets.","Repair","7817,28","46192,36","69223","$@C#!L$@Y!@1$0#3 4@$7@$2#!X#$X","13.05.1979","PETROL/ELECTRIC","4","3","27.07.2023 21:45:43"
"8693804022479","07.01.2021 12:51:59","XU01 XGR","26.07.2019 17:17:48","Polestar","Camaro","3001","Maroon","The trunk, driven by wanderlust, decided to venture into the world of magic and transform itself into a magical portal to Narnia.","TotalLoss","27558,29","40887,08","166049","# C$!L@!Y@2 8@$97$87N #K","30.05.1993","PETROL","6","2","27.07.2023 21:45:43"
"1904188022538","14.01.2021 14:10:45","TD07 PKV","08.11.2014 13:18:20","Toyota","Model T","2633","Green","The air conditioning, feeling theatrical, emitted bursts of scented smoke that filled the car with a dramatic ambiance, turning every drive into a melodramatic journey.","TotalLoss","15590,49","45732,60","132531","$ C L# Y!@8!#6@!6@$0 $2$#9X#V","07.11.1984","PETROL/LPG","5","0","27.07.2023 21:45:43"
"456139216448","23.12.2020 12:30:46","KK22 MGM","25.01.2009 04:53:21","Audi","Beetle","1331","Indigo","The hood ornament, in a moment of artistic expression, transformed into a miniature gallery and showcased rotating exhibits of tiny sculptures and paintings.","Repair","44149,91","2695,64","166026","@ C !L@#Y#$8#$3@!50!#6@1 #M Y","24.08.1996","PETROL/ALCOHOL","3","8","27.07.2023 21:45:43"
"700820490942","31.05.2022 19:26:57","OH17 YPV","08.05.2010 00:03:37","Volkswagen","Volt","2190","Olive","The exhaust pipe, in a bid for attention, attempted to imitate a fog machine and filled the neighborhood with a cloud of smoke, inspiring impromptu dance parties on the street.","TotalLoss/Repair","22568,87","29831,03","122199","!$C $L$#Y $5$ 7@8@9#@3#@5@!G @L","09.07.1982","PETROL/LPG","4","7","27.07.2023 21:45:43"
"9560880345188","08.05.2020 14:19:19","QO18 OAS","31.10.2010 13:32:06","Volvo","2","1129","Navy","The side door, harboring a secret ambition to become a submarine hatch, decided to take a plunge into a nearby swimming pool but forgot to bring the car along for the ride.","TotalLoss","28134,65","25945,50","62440","@!C!@L$@Y@ 9@!0! 5 @2 !35@ F@ Z","15.03.1994","PETROL/ALCOHOL","2","0","27.07.2023 21:45:43"
"1979605185648","20.02.2019 00:38:45","RH94 EFU","20.04.2017 03:27:35","Bugatti","Cruze","1314","Black","The trunk, driven by wanderlust, decided to venture into the world of magic and transform itself into a magical portal to Narnia.","Repair","","35431,57","130034","#!C@L! Y9 #5 !4 #0@!0 #1$!K$ C","17.07.1954","DIESEL/MHEV","2","","27.07.2023 21:45:43"
"6377106796941","11.03.2023 22:59:43","PV44 YDX","22.07.2005 16:26:02","Dodge","Escalade","3491","Brown","During a car wash, the soap dispenser took its role a bit too seriously and unleashed a foam party that short-circuited the radio.","TotalLoss/Repair","5195,36","3135,09","26496","$C$!L#@Y$@63$9!4#@8#$5!#CG","23.08.1963","ELECTRIC","4","2","27.07.2023 21:45:43"
"7580998276759","","CX16 DCP","17.03.2007 11:08:17","Toyota","Malibu","2108","Blue","The side mirror, longing for a more exciting life, decided to join a biker gang and embarked on a cross-country motorcycle adventure.","TotalLoss/Repair","18736,45","21134,52","176695"," C #L@ Y4$#2@$6$!84@ 0$@Z@!X","05.03.1967","DIESEL/ELECTRIC","2","6","27.07.2023 21:45:43"
"9043929679464","12.03.2021 00:58:27","YL20 XCY","27.10.2004 12:40:46","Lamborghini","Escalade","3739","Black","The steering wheel, feeling like a dance instructor, transformed into a dance coach and taught the car's occupants various dance moves during their drives.","TotalLoss","9915,02","19386,05","26544","$ C@#LY@!0 !6$ 5#0#0$#7#$PL","","DIESEL/MHEV","3","7","27.07.2023 21:45:43"
"8223536570830","","VS91 KTL","30.03.2020 17:33:41","Mercedes Benz","Land Cruiser","1391","Purple","The air conditioning, embracing its inner polar bear, decided to throw an Arctic blast party that left the passengers frozen with excitement.","TotalLoss/Repair","21054,81","46548,99","103714","CL$ Y@!9$ 24$ 2@!3$@4$ BQ","03.05.1977","DIESEL/ELECTRIC","2","","27.07.2023 21:45:43"
"5198059592361","02.09.2020 13:55:42","OY29 CQW","20.08.2017 03:17:52","Mercedes Benz","Taurus","2294","Cyan","The seatbelt, attempting to break free from its restraints, staged an audacious escape and embarked on a road trip across the country.","TotalLoss","29547,60","37623,13","22437","$@C#!L# Y !4$#1#!5@828! U S","02.11.1977","DIESEL/MHEV","0","2","27.07.2023 21:45:43"
"900455935585","21.06.2019 21:19:13","OH05 QZN","08.07.2005 13:41:31","Rolls Royce","Durango","4511","Green","The glove compartment, feeling mysterious, developed a secret passage that led to a hidden treasure chest full of forgotten trinkets and old chewing gum.","Repair","26406,04","49312,88","120058","#$C# L @Y #2 $6 $2@0 9$!9@#EN","16.02.1963","PETROL","2","6","27.07.2023 21:45:43"
"2174225179685","03.07.2021 02:19:12","TC60 QFV","06.03.2016 14:25:00","Chrysler","1","4997","Magenta","The glove compartment, feeling like a treasure chest, produced an endless supply of snacks and treats, satisfying the car's occupants' cravings throughout their journeys.","TotalLoss/Repair","28628,53","11688,91","37839","@C#@L!$Y!$07 #4 2# 5 $6#@B@ W","12.04.1994","PETROL/ALCOHOL","6","3","27.07.2023 21:45:43"
"5294790429883","23.01.2021 10:39:53","OK05 GDP","06.01.2018 20:23:21","Ford","Sentra","1180","Indigo","The trunk, aspiring to be a magician's assistant, attempted the 'disappearing act' trick but accidentally transported itself to a parallel universe.","TotalLoss/Repair","9576,99","12547,08","54429","@ C$LY#@1@ 6 @4#1#!2@$1!#SM","16.02.1973","PETROL/ALCOHOL","6","5","27.07.2023 21:45:43"
"384405356632","","PV18 PPF","01.07.2008 07:19:48","Kia","Impala","5468","Red","The hood ornament, in a moment of curiosity, sprouted a pair of googly eyes and provided a quirky perspective on the road ahead.","TotalLoss/Repair","38556,46","","16610","C#L@$Y!#2 0!5 !9$#6$ 2 @B!@N","08.05.1957","DIESEL","0","8","27.07.2023 21:45:43"
"1852168334444","19.12.2022 23:26:27","VW59 XPL","12.10.2017 10:07:14","Land Rover","Challenger","6945","Magenta","The cup holder, on a quest for culinary excellence, transformed into a mini kitchen and attempted to serve gourmet meals to the car's occupants.","Repair","33461,81","5974,78","92193","@C#$L $Y2 @3#$1!@281 L@#F","14.09.1996","PETROL/ELECTRIC","","6","27.07.2023 21:45:43"
"3462807518164","10.08.2020 18:50:55","HM18 OOO","22.08.2015 22:28:42","Chrysler","Taurus","5543","Black","The exhaust pipe, in a moment of silliness, emitted bubbles instead of smoke, turning the car into a whimsical bubble-blowing machine on wheels.","TotalLoss/Repair","41829,68","16064,84","181498","@C#!L $Y$#1#$5$!4$@8@#15VF","25.01.1960","ELECTRIC","3","5","27.07.2023 21:45:43"
"4507422533216","10.12.2021 06:10:21","TX17 QUG","03.06.2006 22:05:14","Maserati","Grand Cherokee","2787","Green","The windshield wipers, feeling like a marching band, developed a synchronized whistling routine and provided a melodic soundtrack to the car's journeys.","TotalLoss/Repair","7096,18","29284,63","25611","$ CL$ Y0@#3#@2$#0#!6!1 @P$#Q","02.03.1991","DIESEL","6","2","27.07.2023 21:45:43"
"7450893547932","27.06.2021 12:28:06","YQ93 BIM","24.08.2007 02:42:14","Bentley","Model 3","3552","White","The exhaust pipe, in a moment of silliness, emitted bursts of soap bubbles instead of smoke, turning the car into a magical bubble-generating machine.","TotalLoss","9016,43","","123814","C$!L @Y#@2#@0@#3@ 61@3JR","11.06.2005","DIESEL","6","6","27.07.2023 21:45:43"
"5025772636277","05.05.2020 16:59:48","JS09 UDO","01.12.2021 06:08:03","Audi","V90","939","Pink","The windshield wipers, after a particularly intense rainstorm, developed a case of post-traumatic stress disorder and refused to touch a drop of water ever again.","Repair","45614,26","31958,11","36937"," @C$@L$!Y8 #8$#7#0 #51 P !F","06.06.1959","DIESEL/MHEV","4","7","27.07.2023 21:45:43"
"3293339799061","20.12.2022 06:22:25","ZJ01 ZEW","27.02.2005 02:16:00","Lamborghini","Model T","2160","Yellow","The exhaust pipe, feeling like a magician's prop, emitted puffs of smoke in various shapes and sizes, turning the car into a mobile smoke show.","Repair","10294,41","35237,93","","#C@$LY1$05@7@7#$0G@ I","16.01.1971","DIESEL/ELECTRIC","3","4","27.07.2023 21:45:43"
